node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.818258,181.742456,0.470996,0.0
1,7,99999.854606,145.393965,1.396775,0.0
1,16,99999.818251,181.749337,1.566291,0.0
2,4,99999.854595,145.404976,1.18494,0.0
2,7,99999.854601,145.39947,1.244187,0.0
2,12,99999.854601,145.39947,1.247644,0.0
2,13,99999.854601,145.39947,1.459241,0.0
2,18,24999.854601,145.39947,1.44887,0.0
2,23,24999.854601,145.39947,1.056433,0.0
3,10,99999.818251,181.749337,0.822663,0.0
3,11,24999.818251,181.749337,0.980616,0.0
3,14,1549.818258,181.742456,1.249433,0.0
3,21,99999.854601,145.39947,1.240611,0.0
4,16,99999.818244,181.75622,1.396656,0.0
5,8,24999.854601,145.39947,1.204133,0.0
5,16,24999.818251,181.749337,1.39308,0.0
6,7,1549.818251,181.749337,1.358032,0.0
6,19,1549.818251,181.749337,1.124382,0.0
7,17,99999.854601,145.39947,1.20616,0.0
7,19,24999.818251,181.749337,1.241207,0.0
7,21,99999.854601,145.39947,1.511216,0.0
8,9,24999.854601,145.39947,1.168966,0.0
9,15,24999.854601,145.39947,1.080036,0.0
9,16,99999.818258,181.742456,1.71411,0.0
10,11,24999.854601,145.39947,1.335621,0.0
10,12,99999.854601,145.39947,1.370192,0.0
10,16,99999.818251,181.749337,1.475811,0.0
10,17,99999.854601,145.39947,1.223803,0.0
12,22,99999.854601,145.39947,1.405954,0.0
13,14,1549.818258,181.742456,1.661658,0.0
13,17,99999.854601,145.39947,1.434326,0.0
13,19,24999.818251,181.749337,1.469493,0.0
15,20,24999.854601,145.39947,1.143694,0.0
17,20,99999.854601,145.39947,1.295686,0.0
17,23,24999.854601,145.39947,1.629472,0.0
18,21,24999.854601,145.39947,2.072453,0.0
20,22,24999.854601,145.39947,1.557112,0.0
