node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.841715,158.285243,0.591278,0.0
1,7,99999.841715,158.285243,1.430988,0.0
1,16,99999.802143,197.856554,1.159906,0.0
2,4,99999.802135,197.86471,1.281023,0.0
2,7,99999.802135,197.86471,1.285434,0.0
2,12,99999.802127,197.872867,2.039075,0.0
2,13,99999.802127,197.872867,0.803113,0.0
2,18,24999.802135,197.86471,1.157403,0.0
2,23,24999.802127,197.872867,0.566959,0.0
3,10,99999.841715,158.285243,1.083732,0.0
3,11,24999.802135,197.86471,1.514554,0.0
3,14,1549.841715,158.285243,1.395702,0.0
3,21,99999.841708,158.291768,0.481844,0.0
4,16,99999.841715,158.285243,2.296805,0.0
5,8,24999.841715,158.285243,1.770258,0.0
5,16,24999.802143,197.856554,2.064705,0.0
6,7,1549.802152,197.848399,1.369834,0.0
6,19,1549.80216,197.840244,1.697063,0.0
7,17,99999.841708,158.291768,0.241876,0.0
7,19,24999.802152,197.848399,1.236916,0.0
7,21,99999.841708,158.291768,0.960588,0.0
8,9,24999.841708,158.291768,1.523018,0.0
9,15,24999.841702,158.298293,1.340151,0.0
9,16,99999.841708,158.291768,2.122998,0.0
10,11,24999.841708,158.291768,1.844525,0.0
10,12,99999.841702,158.298293,1.573682,0.0
10,16,99999.841715,158.285243,2.018332,0.0
10,17,99999.841708,158.291768,1.051188,0.0
12,22,99999.841708,158.291768,0.98145,0.0
13,14,1549.762562,237.437652,0.85032,0.0
13,17,99999.841702,158.298293,1.097679,0.0
13,19,24999.802143,197.856555,1.415253,0.0
15,20,24999.802143,197.856554,1.281977,0.0
17,20,99999.841708,158.291768,1.344681,0.0
17,23,24999.841702,158.298293,0.674725,0.0
18,21,24999.841708,158.291768,1.001835,0.0
20,22,24999.802143,197.856554,1.22273,0.0
