src,dst,add_st,mul_st
1,2,2.0,1.6666666666666667
1,3,0.0,1.0
1,4,3.0,2.0
1,5,2.0,1.6666666666666667
1,6,0.0,1.0
1,7,0.0,1.0
1,8,0.0,1.0
1,9,0.0,1.0
1,10,1.0,1.3333333333333333
1,11,2.0,1.6666666666666667
1,12,2.0,1.5
1,13,0.0,1.0
1,14,0.0,1.0
1,15,0.0,1.0
1,16,0.0,1.0
1,17,0.0,1.0
1,18,2.0,1.5
1,19,2.0,1.6666666666666667
1,20,0.0,1.0
1,21,0.0,1.0
1,22,0.0,1.0
1,23,0.0,1.0
2,1,2.0,1.6666666666666667
2,3,2.0,1.5
2,4,0.0,1.0
2,5,4.0,2.0
2,6,2.0,1.6666666666666667
2,7,2.0,2.0
2,8,2.0,1.4
2,9,2.0,1.5
2,10,1.0,1.3333333333333333
2,11,1.0,1.25
2,12,0.0,1.0
2,13,2.0,2.0
2,14,2.0,1.6666666666666667
2,15,0.0,1.0
2,16,2.0,1.6666666666666667
2,17,0.0,1.0
2,18,0.0,1.0
2,19,2.0,1.6666666666666667
2,20,0.0,1.0
2,21,2.0,1.6666666666666667
2,22,2.0,1.6666666666666667
2,23,0.0,1.0
3,1,0.0,1.0
3,2,2.0,1.5
3,4,3.0,1.75
3,5,5.0,2.25
3,6,0.0,1.0
3,7,0.0,1.0
3,8,3.0,1.6
3,9,3.0,1.75
3,10,0.0,1.0
3,11,1.0,1.5
3,12,0.0,1.0
3,13,2.0,1.6666666666666667
3,14,0.0,1.0
3,15,1.0,1.2
3,16,0.0,1.0
3,17,1.0,1.3333333333333333
3,18,4.0,2.3333333333333335
3,19,2.0,1.5
3,20,1.0,1.25
3,21,0.0,1.0
3,22,2.0,1.5
3,23,1.0,1.25
4,1,3.0,2.0
4,2,0.0,1.0
4,3,3.0,1.75
4,5,6.0,3.0
4,6,2.0,1.5
4,7,2.0,1.6666666666666667
4,8,4.0,2.0
4,9,4.0,2.3333333333333335
4,10,2.0,1.6666666666666667
4,11,2.0,1.5
4,12,0.0,1.0
4,13,2.0,1.6666666666666667
4,14,2.0,1.5
4,15,2.0,1.5
4,16,0.0,1.0
4,17,0.0,1.0
4,18,0.0,1.0
4,19,2.0,1.5
4,20,0.0,1.0
4,21,2.0,1.5
4,22,2.0,1.5
4,23,0.0,1.0
5,1,2.0,1.6666666666666667
5,2,4.0,2.0
5,3,5.0,2.25
5,4,6.0,3.0
5,6,3.0,1.6
5,7,3.0,1.75
5,8,0.0,1.0
5,9,0.0,1.0
5,10,4.0,2.3333333333333335
5,11,4.0,2.0
5,12,5.0,2.25
5,13,2.0,1.4
5,14,3.0,1.6
5,15,0.0,1.0
5,16,2.0,2.0
5,17,2.0,1.5
5,18,4.0,1.8
5,19,3.0,1.6
5,20,0.0,1.0
5,21,3.0,1.6
5,22,1.0,1.2
5,23,2.0,1.4
6,1,0.0,1.0
6,2,2.0,1.6666666666666667
6,3,0.0,1.0
6,4,2.0,1.5
6,5,3.0,1.6
6,7,0.0,1.0
6,8,1.0,1.1666666666666667
6,9,1.0,1.2
6,10,0.0,1.0
6,11,0.0,1.0
6,12,2.0,1.5
6,13,1.0,1.3333333333333333
6,14,1.0,1.25
6,15,0.0,1.0
6,16,1.0,1.25
